period,trade_value_usd,origin,destin,period_date
201408,1682,Malaysia,Singapore,2014-08-01
201408,567,New Zealand,Singapore,2014-08-01
201408,3941,United Kingdom,Singapore,2014-08-01
201408,19046,United States of America,Singapore,2014-08-01
201408,409,United Kingdom,Bermuda,2014-08-01
201408,974,United States of America,Bermuda,2014-08-01
201408,769,United States of America,Bermuda,2014-08-01
201408,409,United Kingdom,Bermuda,2014-08-01
201408,204,United States of America,Bermuda,2014-08-01
201408,22455,Germany,France,2014-08-01
201504,2071,United States of America,Philippines,2015-04-01
201504,2071,United States of America,Philippines,2015-04-01
201408,2996,Indonesia,France,2014-08-01
201408,819,Madagascar,France,2014-08-01
201408,51747,India,France,2014-08-01
201408,69,United Kingdom,France,2014-08-01
201408,165,United States of America,France,2014-08-01
201404,2738,Comoros,Norway,2014-04-01
201404,4096,French Polynesia,Norway,2014-04-01
201404,101186,Madagascar,Norway,2014-04-01
201404,571,India,Norway,2014-04-01
201404,399,Australia,Norway,2014-04-01
201404,4096,French Polynesia,Norway,2014-04-01
201404,86547,Madagascar,Norway,2014-04-01
201404,2738,Comoros,Norway,2014-04-01
201404,14639,Madagascar,Norway,2014-04-01
201404,571,India,Norway,2014-04-01
201404,399,Australia,Norway,2014-04-01
201408,222195,Madagascar,Mauritius,2014-08-01
201408,221885,Madagascar,Mauritius,2014-08-01
201408,310,Madagascar,Mauritius,2014-08-01
201404,312,United States of America,Belize,2014-04-01
201404,312,United States of America,Belize,2014-04-01
201504,4058,France,Turkey,2015-04-01
201504,151,Madagascar,Turkey,2015-04-01
201504,4058,France,Turkey,2015-04-01
201504,151,Madagascar,Turkey,2015-04-01
201401,268156,Germany,Italy,2014-01-01
201401,22968,Madagascar,Italy,2014-01-01
201401,373,Slovakia,Italy,2014-01-01
201401,256,United Kingdom,Italy,2014-01-01
201401,2217,Austria,Italy,2014-01-01
201401,329,Denmark,Italy,2014-01-01
201401,148263,France,Italy,2014-01-01
201401,156071,Germany,Italy,2014-01-01
201401,22968,Madagascar,Italy,2014-01-01
201401,223,Slovakia,Italy,2014-01-01
201401,256,United Kingdom,Italy,2014-01-01
201401,498,Austria,Italy,2014-01-01
201401,47594,France,Italy,2014-01-01
201401,112085,Germany,Italy,2014-01-01
201401,150,Slovakia,Italy,2014-01-01
201408,3394,Australia,Fiji,2014-08-01
201408,3394,Australia,Fiji,2014-08-01
201408,1311909,Singapore,Indonesia,2014-08-01
201408,1311909,Singapore,Indonesia,2014-08-01
201408,979,Vanuatu,New Caledonia,2014-08-01
201408,979,Vanuatu,New Caledonia,2014-08-01
201408,2198,Russian Federation,Kazakhstan,2014-08-01
201408,1344,Belgium,Kazakhstan,2014-08-01
201408,50,Germany,Kazakhstan,2014-08-01
201408,1344,Belgium,Kazakhstan,2014-08-01
201408,2058,Russian Federation,Kazakhstan,2014-08-01
201408,50,Germany,Kazakhstan,2014-08-01
201408,140,Russian Federation,Kazakhstan,2014-08-01
201404,2789,Austria,Italy,2014-04-01
201404,4683,Sri Lanka,Italy,2014-04-01
201404,334,Denmark,Italy,2014-04-01
201404,178776,France,Italy,2014-04-01
201404,144125,Germany,Italy,2014-04-01
201404,24486,Madagascar,Italy,2014-04-01
201404,228,Slovakia,Italy,2014-04-01
201404,876,United Kingdom,Italy,2014-04-01
201404,1899,Austria,Italy,2014-04-01
201404,4683,Sri Lanka,Italy,2014-04-01
201404,334,Denmark,Italy,2014-04-01
201404,132569,France,Italy,2014-04-01
201404,47709,Germany,Sweden,2014-04-01
201404,10234,Spain,Portugal,2014-04-01
201404,95492,Germany,Italy,2014-04-01
201404,24486,Madagascar,Italy,2014-04-01
201404,261,United Kingdom,Italy,2014-04-01
201404,890,Austria,Italy,2014-04-01
201404,46207,France,Italy,2014-04-01
201404,48633,Germany,Italy,2014-04-01
201404,228,Slovakia,Italy,2014-04-01
201404,615,United Kingdom,Italy,2014-04-01
201504,34353,Canada,Madagascar,2015-04-01
201504,34353,Canada,Madagascar,2015-04-01
201404,453,Austria,Portugal,2014-04-01
201404,4261,Belgium,Portugal,2014-04-01
201404,23406,France,Portugal,2014-04-01
201404,453,Austria,Portugal,2014-04-01
201404,22091,France,Portugal,2014-04-01
201404,4261,Belgium,Portugal,2014-04-01
201404,1315,France,Portugal,2014-04-01
201504,183,France,Mauritius,2015-04-01
201504,1364856,Madagascar,Mauritius,2015-04-01
201504,1160865,Madagascar,Mauritius,2015-04-01
201504,183,France,Mauritius,2015-04-01
201504,203991,Madagascar,Mauritius,2015-04-01
201404,2365,France,Benin,2014-04-01
201404,2365,France,Benin,2014-04-01
201504,68,Madagascar,Serbia,2015-04-01
201504,68,Madagascar,Serbia,2015-04-01
201404,2651,Australia,Romania,2014-04-01
201408,1652,Indonesia,Colombia,2014-08-01
201408,1652,Indonesia,Colombia,2014-08-01
201404,5741,Austria,Romania,2014-04-01
201404,384,France,Romania,2014-04-01
201404,17,Germany,Romania,2014-04-01
201404,66,Hungary,Romania,2014-04-01
201404,5741,Austria,Romania,2014-04-01
201404,66,Hungary,Romania,2014-04-01
201404,3277,Belgium,Romania,2014-04-01
201404,17,Germany,Romania,2014-04-01
201404,3277,Belgium,Romania,2014-04-01
201404,720,United Kingdom,Romania,2014-04-01
201404,384,France,Romania,2014-04-01
201404,2651,Australia,Romania,2014-04-01
201404,720,United Kingdom,Romania,2014-04-01
201504,6659,Indonesia,Singapore,2015-04-01
201504,5702,New Zealand,Singapore,2015-04-01
201504,1491,France,Singapore,2015-04-01
201504,8223,Indonesia,Singapore,2015-04-01
201504,324,Malaysia,Singapore,2015-04-01
201504,1043,Papua New Guinea,Singapore,2015-04-01
201504,72126,United States of America,Singapore,2015-04-01
201504,1044,Australia,Singapore,2015-04-01
201504,1491,France,Singapore,2015-04-01
201504,59,Germany,Singapore,2015-04-01
201504,1043,Papua New Guinea,Singapore,2015-04-01
201504,12681,United States of America,Singapore,2015-04-01
201504,1564,Indonesia,Singapore,2015-04-01
201504,324,Malaysia,Singapore,2015-04-01
201504,59445,United States of America,Singapore,2015-04-01
201504,1044,Australia,Singapore,2015-04-01
201504,59,Germany,Singapore,2015-04-01
201504,5702,New Zealand,Singapore,2015-04-01
201408,2199,Madagascar,Thailand,2014-08-01
201408,2199,Madagascar,Thailand,2014-08-01
201404,428320,Madagascar,India,2014-04-01
201404,428320,Madagascar,India,2014-04-01
201504,29210,Indonesia,India,2015-04-01
201408,6,United States of America,Belize,2014-08-01
201408,6,United States of America,Belize,2014-08-01
201504,201467,Madagascar,India,2015-04-01
201504,29210,Indonesia,India,2015-04-01
201504,201467,Madagascar,India,2015-04-01
201401,2529,Comoros,Poland,2014-01-01
201401,8760,France,Poland,2014-01-01
201401,50045,Germany,Poland,2014-01-01
201401,7393,Indonesia,Poland,2014-01-01
201401,1395,Madagascar,Poland,2014-01-01
201401,4350,Norway,Poland,2014-01-01
201510,1448,Sri Lanka,Australia,2015-10-01
201510,1193,France,Australia,2015-10-01
201510,712943,Indonesia,Australia,2015-10-01
201510,26458,Madagascar,Australia,2015-10-01
201510,11502,New Zealand,Australia,2015-10-01
201510,28514,Papua New Guinea,Australia,2015-10-01
201510,3647,South Africa,Australia,2015-10-01
201510,1458,United Kingdom,Australia,2015-10-01
201510,1448,Sri Lanka,Australia,2015-10-01
201510,681398,Indonesia,Australia,2015-10-01
201510,26458,Madagascar,Australia,2015-10-01
201510,6693,New Zealand,Australia,2015-10-01
201510,25455,Papua New Guinea,Australia,2015-10-01
201510,1458,United Kingdom,Australia,2015-10-01
201510,1193,France,Australia,2015-10-01
201510,31545,Indonesia,Australia,2015-10-01
201510,4809,New Zealand,Australia,2015-10-01
201510,3059,Papua New Guinea,Australia,2015-10-01
201510,3647,South Africa,Australia,2015-10-01
201510,21195,United States of America,Malaysia,2015-10-01
201510,21195,United States of America,Malaysia,2015-10-01
201408,4772,Comoros,Poland,2014-08-01
201408,15541,France,Poland,2014-08-01
201408,21672,Germany,Poland,2014-08-01
201408,8761,Indonesia,Poland,2014-08-01
201408,33160,Madagascar,Poland,2014-08-01
201408,4279,Norway,Poland,2014-08-01
201408,69,United States of America,Poland,2014-08-01
201408,4772,Comoros,Poland,2014-08-01
201408,360,France,Poland,2014-08-01
201408,5102,Germany,Poland,2014-08-01
201408,4131,Indonesia,Poland,2014-08-01
201408,14054,Madagascar,Poland,2014-08-01
201408,4279,Norway,Poland,2014-08-01
201408,15181,France,Poland,2014-08-01
201408,16570,Germany,Poland,2014-08-01
201408,4630,Indonesia,Poland,2014-08-01
201408,19106,Madagascar,Poland,2014-08-01
201408,69,United States of America,Poland,2014-08-01
201408,6797,Comoros,Uruguay,2014-08-01
201408,6797,Comoros,Uruguay,2014-08-01
201504,947,United Kingdom,Ireland,2015-04-01
201504,947,United Kingdom,Ireland,2015-04-01
201504,3048,Austria,Russian Federation,2015-04-01
201504,7151,France,Russian Federation,2015-04-01
201504,7900,Germany,Russian Federation,2015-04-01
201504,2397,Austria,Russian Federation,2015-04-01
201504,6799,Germany,Russian Federation,2015-04-01
201504,651,Austria,Russian Federation,2015-04-01
201504,7151,France,Russian Federation,2015-04-01
201504,1101,Germany,Russian Federation,2015-04-01
201408,898,Australia,Samoa,2014-08-01
201408,110,Fiji,Samoa,2014-08-01
201408,10633,New Zealand,Samoa,2014-08-01
201408,414,United States of America,Samoa,2014-08-01
201408,898,Australia,Samoa,2014-08-01
201408,7399,New Zealand,Samoa,2014-08-01
201408,414,United States of America,Samoa,2014-08-01
201408,110,Fiji,Samoa,2014-08-01
201408,3234,New Zealand,Samoa,2014-08-01
201408,14402,France,"China, Hong Kong SAR",2014-08-01
201408,5981,Luxembourg,"China, Hong Kong SAR",2014-08-01
201408,14402,France,"China, Hong Kong SAR",2014-08-01
201408,5981,Luxembourg,"China, Hong Kong SAR",2014-08-01
201510,150,Italy,Brazil,2015-10-01
201510,150,Italy,Brazil,2015-10-01
201510,7755,France,"China, Hong Kong SAR",2015-10-01
201510,3045,Germany,"China, Hong Kong SAR",2015-10-01
201510,13797,"Oceania, nes","China, Hong Kong SAR",2015-10-01
201510,7755,France,"China, Hong Kong SAR",2015-10-01
201510,3045,Germany,"China, Hong Kong SAR",2015-10-01
201510,13797,"Oceania, nes","China, Hong Kong SAR",2015-10-01
201408,2594,Australia,Malaysia,2014-08-01
201408,3864,France,Malaysia,2014-08-01
201408,12404,Australia,Malaysia,2014-08-01
201408,1954,France,Malaysia,2014-08-01
201408,7166,United States of America,Malaysia,2014-08-01
201504,94,Madagascar,Bosnia Herzegovina,2015-04-01
201504,94,Madagascar,Bosnia Herzegovina,2015-04-01
201401,14277,France,Spain,2014-01-01
201401,22171,Germany,Spain,2014-01-01
201401,6016,France,Spain,2014-01-01
201401,5471,Germany,Spain,2014-01-01
201408,14998,Australia,Malaysia,2014-08-01
201408,5818,France,Malaysia,2014-08-01
201408,7166,United States of America,Malaysia,2014-08-01
201504,6854,France,Switzerland,2015-04-01
201504,182,Italy,Switzerland,2015-04-01
201504,2577,South Africa,Switzerland,2015-04-01
201504,55,United States of America,Switzerland,2015-04-01
201504,1506,France,Switzerland,2015-04-01
201504,10487,French Polynesia,Switzerland,2015-04-01
201504,51652,Indonesia,Switzerland,2015-04-01
201504,62,Italy,Switzerland,2015-04-01
201504,102,Nigeria,Switzerland,2015-04-01
201504,5348,France,Switzerland,2015-04-01
201504,2577,South Africa,Switzerland,2015-04-01
201504,303,China,Ethiopia,2015-04-01
201504,303,China,Ethiopia,2015-04-01
201504,81,South Africa,Mozambique,2015-04-01
201504,81,South Africa,Mozambique,2015-04-01
201408,4491,Comoros,Norway,2014-08-01
201408,7592,French Polynesia,Norway,2014-08-01
201408,40947,Madagascar,Norway,2014-08-01
201408,194,India,Norway,2014-08-01
201408,3817,Comoros,Norway,2014-08-01
201408,7296,French Polynesia,Norway,2014-08-01
201408,24413,Madagascar,Norway,2014-08-01
201408,194,India,Norway,2014-08-01
201408,673,Comoros,Norway,2014-08-01
201408,296,French Polynesia,Norway,2014-08-01
201408,16534,Madagascar,Norway,2014-08-01
201504,17566,France,Sweden,2015-04-01
201504,462,United Kingdom,Bermuda,2015-04-01
201504,1735,United States of America,Bermuda,2015-04-01
201504,1502,United States of America,Bermuda,2015-04-01
201504,462,United Kingdom,Bermuda,2015-04-01
201504,234,United States of America,Bermuda,2015-04-01
201504,1507,Denmark,Greenland,2015-04-01
201504,79,Germany,Greenland,2015-04-01
201504,26,Madagascar,Greenland,2015-04-01
201504,970,Denmark,Greenland,2015-04-01
201504,79,Germany,Greenland,2015-04-01
201504,26,Madagascar,Greenland,2015-04-01
201504,537,Denmark,Greenland,2015-04-01
201408,11707,France,Ireland,2014-08-01
201408,184,Netherlands,Ireland,2014-08-01
201504,6856,France,Kuwait,2015-04-01
201504,27550,Madagascar,Kuwait,2015-04-01
201504,2032,India,Kuwait,2015-04-01
201504,1587,Spain,Kuwait,2015-04-01
201504,6856,France,Kuwait,2015-04-01
201504,27324,Madagascar,Kuwait,2015-04-01
201504,2032,India,Kuwait,2015-04-01
201504,1587,Spain,Kuwait,2015-04-01
201504,226,Madagascar,Kuwait,2015-04-01
201408,642,Spain,Ireland,2014-08-01
201408,16281,United Kingdom,Ireland,2014-08-01
201408,14417,United States of America,Ireland,2014-08-01
201408,11707,France,Ireland,2014-08-01
201408,184,Netherlands,Ireland,2014-08-01
201408,642,Spain,Ireland,2014-08-01
201408,196,United Kingdom,Ireland,2014-08-01
201408,14417,United States of America,Ireland,2014-08-01
201408,16086,United Kingdom,Ireland,2014-08-01
201408,1037,Austria,Hungary,2014-08-01
201408,3330,France,Hungary,2014-08-01
201408,1103,Germany,Hungary,2014-08-01
201408,2089,Indonesia,Hungary,2014-08-01
201408,1189,Netherlands,Hungary,2014-08-01
201408,1037,Austria,Hungary,2014-08-01
201408,1103,Germany,Hungary,2014-08-01
201408,1343,Indonesia,Hungary,2014-08-01
201408,3330,France,Hungary,2014-08-01
201408,746,Indonesia,Hungary,2014-08-01
201504,1398,Spain,Portugal,2015-04-01
201504,299,United Kingdom,Portugal,2015-04-01
201504,21206,France,Portugal,2015-04-01
201504,1691,Spain,Portugal,2015-04-01
201504,1456,United Kingdom,Portugal,2015-04-01
201504,687,Austria,Portugal,2015-04-01
201504,27824,France,Portugal,2015-04-01
201504,3089,Spain,Portugal,2015-04-01
201504,1755,United Kingdom,Portugal,2015-04-01
201504,687,Austria,Portugal,2015-04-01
201504,6618,France,Portugal,2015-04-01
201504,472,Germany,Portugal,2015-04-01
201504,34,Australia,Solomon Isds,2015-04-01
201504,34,Australia,Solomon Isds,2015-04-01
201408,28,Netherlands,Italy,2014-08-01
201408,173,Austria,Italy,2014-08-01
201408,31339,France,Italy,2014-08-01
201408,30591,Germany,Italy,2014-08-01
201408,1844,Austria,Italy,2014-08-01
201408,5060,Sri Lanka,Italy,2014-08-01
201408,81973,France,Italy,2014-08-01
201408,113356,Germany,Italy,2014-08-01
201408,28,Netherlands,Italy,2014-08-01
201408,1671,Austria,Italy,2014-08-01
201408,5060,Sri Lanka,Italy,2014-08-01
201408,50634,France,Italy,2014-08-01
201408,82766,Germany,Italy,2014-08-01
201408,9131,United Kingdom,Sweden,2014-08-01
201408,2609,France,Sweden,2014-08-01
201408,46523,Germany,Sweden,2014-08-01
201408,9131,United Kingdom,Sweden,2014-08-01
201504,44510,French Polynesia,French Polynesia,2015-04-01
201504,44510,French Polynesia,French Polynesia,2015-04-01
201408,21395,France,Portugal,2014-08-01
201408,4603,Germany,Portugal,2014-08-01
201408,218,Madagascar,Portugal,2014-08-01
201408,2965,Spain,Portugal,2014-08-01
201408,3541,United Kingdom,Portugal,2014-08-01
201408,21395,France,Portugal,2014-08-01
201408,4603,Germany,Portugal,2014-08-01
201408,218,Madagascar,Portugal,2014-08-01
201408,961,Spain,Portugal,2014-08-01
201408,52,United Kingdom,Portugal,2014-08-01
201408,2004,Spain,Portugal,2014-08-01
201408,3489,United Kingdom,Portugal,2014-08-01
201408,728,Belgium,Rwanda,2014-08-01
201408,139,China,Rwanda,2014-08-01
201408,728,Belgium,Rwanda,2014-08-01
201408,139,China,Rwanda,2014-08-01
201504,21990,China,Algeria,2015-04-01
201504,803,Jordan,Algeria,2015-04-01
201504,21990,China,Algeria,2015-04-01
201504,803,Jordan,Algeria,2015-04-01
201510,331,Spain,Paraguay,2015-10-01
201510,331,Spain,Paraguay,2015-10-01
201504,4442,Germany,Latvia,2015-04-01
201504,198,Lithuania,Latvia,2015-04-01
201504,4178,Germany,Latvia,2015-04-01
201504,198,Lithuania,Latvia,2015-04-01
201504,264,Germany,Latvia,2015-04-01
201510,67,United States of America,El Salvador,2015-10-01
201510,67,United States of America,El Salvador,2015-10-01
201504,3919,South Africa,Botswana,2015-04-01
201504,152,South Africa,Botswana,2015-04-01
201504,3767,South Africa,Botswana,2015-04-01
201510,303,Comoros,Montenegro,2015-10-01
201510,303,Comoros,Montenegro,2015-10-01
201510,9224,Australia,New Zealand,2015-10-01
201510,2887,Sri Lanka,New Zealand,2015-10-01
201510,11,Fiji,New Zealand,2015-10-01
201510,6390,Indonesia,New Zealand,2015-10-01
201510,1783,Malaysia,New Zealand,2015-10-01
201510,43755,Papua New Guinea,New Zealand,2015-10-01
201510,29234,Tonga,New Zealand,2015-10-01
201510,2977,United States of America,New Zealand,2015-10-01
201510,9224,Australia,New Zealand,2015-10-01
201510,11,Fiji,New Zealand,2015-10-01
201510,3195,Indonesia,New Zealand,2015-10-01
201510,43755,Papua New Guinea,New Zealand,2015-10-01
201510,29234,Tonga,New Zealand,2015-10-01
201510,2887,Sri Lanka,New Zealand,2015-10-01
201510,3195,Indonesia,New Zealand,2015-10-01
201510,1783,Malaysia,New Zealand,2015-10-01
201510,2977,United States of America,New Zealand,2015-10-01
201504,101,Guam,Palau,2015-04-01
201504,55,United States of America,Palau,2015-04-01
201504,305,Germany,Croatia,2015-04-01
201504,820,Slovenia,Croatia,2015-04-01
201504,2,Austria,Croatia,2015-04-01
201504,226,Netherlands,Croatia,2015-04-01
201504,6,Italy,Seychelles,2015-04-01
201504,584,Madagascar,Seychelles,2015-04-01
201504,1077,Singapore,Seychelles,2015-04-01
201504,2,Spain,Seychelles,2015-04-01
201504,925,United Arab Emirates,Seychelles,2015-04-01
201504,699,Estonia,Kazakhstan,2015-04-01
201504,185,Germany,Kazakhstan,2015-04-01
201504,95,Indonesia,Kazakhstan,2015-04-01
201504,2610,Russian Federation,Kazakhstan,2015-04-01
201504,699,Estonia,Kazakhstan,2015-04-01
201504,95,Indonesia,Kazakhstan,2015-04-01
201504,185,Germany,Kazakhstan,2015-04-01
201504,2610,Russian Federation,Kazakhstan,2015-04-01
201504,14588,Austria,Croatia,2015-04-01
201504,4,France,Croatia,2015-04-01
201504,807,Germany,Croatia,2015-04-01
201504,2,Hungary,Croatia,2015-04-01
201504,96,Italy,Croatia,2015-04-01
201504,226,Netherlands,Croatia,2015-04-01
201504,820,Slovenia,Croatia,2015-04-01
201504,2,France,Croatia,2015-04-01
201504,14586,Austria,Croatia,2015-04-01
201504,2,Hungary,Croatia,2015-04-01
201504,94,Italy,Croatia,2015-04-01
201504,2,France,Croatia,2015-04-01
201504,502,Germany,Croatia,2015-04-01
201504,2,Italy,Croatia,2015-04-01
201504,662,France,Seychelles,2015-04-01
201504,6,Italy,Seychelles,2015-04-01
201504,584,Madagascar,Seychelles,2015-04-01
201504,1077,Singapore,Seychelles,2015-04-01
201504,2,Spain,Seychelles,2015-04-01
201504,925,United Arab Emirates,Seychelles,2015-04-01
201504,662,France,Seychelles,2015-04-01
201510,480,France,Georgia,2015-10-01
201510,134,Greece,Georgia,2015-10-01
201510,480,France,Georgia,2015-10-01
201510,134,Greece,Georgia,2015-10-01
201408,14474,Austria,Russian Federation,2014-08-01
201408,6142,Estonia,Russian Federation,2014-08-01
201408,9897,France,Russian Federation,2014-08-01
201408,380,Germany,Russian Federation,2014-08-01
201408,14229,Austria,Russian Federation,2014-08-01
201408,245,Austria,Russian Federation,2014-08-01
201408,6142,Estonia,Russian Federation,2014-08-01
201408,380,Germany,Russian Federation,2014-08-01
201504,101,Guam,Palau,2015-04-01
201504,55,United States of America,Palau,2015-04-01
201504,1036,Viet Nam,Canada,2015-04-01
201504,29,Bulgaria,Canada,2015-04-01
201504,307,France,Canada,2015-04-01
201504,2640,Germany,Canada,2015-04-01
201504,213,Haiti,Canada,2015-04-01
201504,1560,Indonesia,Canada,2015-04-01
201504,2586190,Madagascar,Canada,2015-04-01
201504,246,Mexico,Canada,2015-04-01
201504,904,Papua New Guinea,Canada,2015-04-01
201504,224828,India,Canada,2015-04-01
201504,1036,Viet Nam,Canada,2015-04-01
201504,80201,United States of America,Canada,2015-04-01
201504,2640,Germany,Canada,2015-04-01
201504,1560,Indonesia,Canada,2015-04-01
201504,2585346,Madagascar,Canada,2015-04-01
201504,246,Mexico,Canada,2015-04-01
201504,153,Papua New Guinea,Canada,2015-04-01
201504,224828,India,Canada,2015-04-01
201504,53291,United States of America,Canada,2015-04-01
201504,29,Bulgaria,Canada,2015-04-01
201504,307,France,Canada,2015-04-01
201504,213,Haiti,Canada,2015-04-01
201504,843,Madagascar,Canada,2015-04-01
201504,751,Papua New Guinea,Canada,2015-04-01
201504,26910,United States of America,Canada,2015-04-01
201406,14840,United States of America,India,2014-06-01
201406,14840,United States of America,India,2014-06-01
201504,49621,French Polynesia,Japan,2015-04-01
